Country,Year,Employment,Employment females,Employment females as % of employment,Employment in agriculture,Employment in agriculture as % of employment,"Employment in agriculture, index",Employment in industry,Employment in industry as % of employment,"Employment in industry, index",Employment in services,Employment in services as % of employment,"Employment in services, index",Employment males,Employment males as % of employment,"Employment, index",Females self-employment % fem employment,Females unemployment % of fem lab force,Labour force,Labour force females,Labour force males,"Labour force, index",Males self-employment % mal employment,Males unemployment % of mal lab force,Rate of Unemployment as % of Labour Force,Self-employment,Self-employment % of employment,Unemployment,"Unemployment females , (‘000)","Unemployment males , (‘000)"
Russia,2012,71545.41,35074.93,49.0247,5241.508,7.326127,108.0107,19866.99,27.76836,101.0612,46436.92,64.90552,97.123,36470.49,50.9753,98.924,6.03805,5.089071,75676.08,36955.63,38720.45,98.80989,7.759017,5.810785,5.462007,4947.593,6.915318,4130.66,1880.698,2249.962
Russia,2013,71391.46,34913.23,48.90393,4991.88,6.992265,102.8667,19794.37,27.72652,100.6918,46605.21,65.28121,97.47498,36478.23,51.09607,98.71112,6.396045,5.150505,75528.91,36809.09,38719.82,98.61773,8.118714,5.789257,5.485319,5194.629,7.276261,4137.443,1895.854,2241.59
Russia,2014,71539.05,34933.63,48.83156,4810.593,6.724431,99.13096,19684.84,27.51621,100.1346,47043.61,65.75935,98.39191,36605.41,51.16844,98.91518,6.254261,4.812031,75428.41,36699.63,38728.79,98.48653,8.129652,5.482682,5.1575,5160.733,7.213869,3889.374,1765.997,2123.376
Russia,2015,72323.63,35187.12,48.65232,4852.766,6.709794,100,19658.37,27.18112,100,47812.48,66.10909,100,37136.5,51.34768,100,6.269088,5.296144,76587.55,37154.9,39432.65,100,8.100484,5.822966,5.568395,5214.148,7.209467,4263.927,1967.777,2296.15
Russia,2016,72392.63,35191.63,48.61218,4863.16,6.717755,100.2142,19506.5,26.94543,99.22745,48022.97,66.33682,100.4402,37201,51.38782,100.0954,6.36952,5.313406,76636.12,37166.44,39469.68,100.0634,8.55549,5.747926,5.53882,5424.266,7.492843,4243.492,1974.804,2268.688
Russia,2017,72142,35033.92,48.56244,4212.325,5.838936,86.80256,19479.65,27.00181,99.09084,48450.03,67.15926,101.3334,37108.09,51.43756,99.74888,5.384934,5.05378,76108.52,36898.7,39209.83,99.37453,7.663651,5.360245,5.212452,4730.388,6.557051,3966.522,1864.779,2101.743
Russia,2018,72531.64,35272.37,48.63032,4220.145,5.81835,86.96371,19407.24,26.75692,98.7225,48904.26,67.42473,102.2834,37259.27,51.36968,100.2876,5.603756,4.70859,76190.11,37015.27,39174.85,99.48107,7.781954,4.88981,4.802335,4876.077,6.722689,3658.472,1742.897,1915.576
Slovak Republic,2005,2215.25,983.125,44.37987,105.05,4.742128,136.2958,858.425,38.75071,98.09451,1251.775,56.50717,85.04917,1232.125,55.62013,91.3882,,17.22579,2645.25,1187.775,1457.5,96.59838,,15.46763,16.25893,,,430.025,204.625,225.325
Slovak Republic,2006,2302.275,1010.325,43.88377,100.9,4.382622,130.9115,892.975,38.78664,102.0426,1308.4,56.83074,88.89644,1291.975,56.11732,94.97834,,14.73843,2657.7,1184.925,1472.725,97.05302,,12.27206,13.37262,,,355.4,174.6,180.775
Slovak Republic,2007,2357.675,1035.65,43.92675,99.275,4.210716,128.8031,928.225,39.37035,106.0707,1330.175,56.41893,90.37589,1322,56.07219,97.26382,,12.68172,2653.375,1186.05,1467.325,96.89509,,9.906957,11.14481,,,295.65,150.4,145.3
Slovak Republic,2008,2433.75,1070,43.96507,96.275,3.955829,124.9108,976.55,40.12532,111.593,1360.925,55.91885,92.46513,1363.725,56.0339,100.4022,,10.93226,2689.45,1201.3,1488.15,98.21246,,8.365296,9.512194,,,255.7,131.3,124.4
Slovak Republic,2009,2366.325,1039.925,43.94684,84.9,3.587842,110.1525,897.4,37.92379,102.5483,1384.025,58.48837,94.03461,1326.375,56.0521,97.62067,,12.82122,2689.775,1193,1496.8,98.22433,,11.38134,12.01791,370.85,15.67198,323.45,153.05,170.45
Slovak Republic,2010,2317.5,1032.95,44.57174,74.95,3.234088,97.24294,860.075,37.11219,98.28305,1382.475,59.65372,93.92931,1284.525,55.42719,95.60644,,14.60049,2706.7,1209.55,1497.15,98.84239,,14.20548,14.38103,,,389.2,176.575,212.65
Slovak Republic,2011,2315.325,1023.125,44.18926,71.25,3.077322,92.44243,867.825,37.48178,99.16866,1376.25,59.4409,93.50636,1292.2,55.81074,95.51671,,13.62776,2680.3,1184.525,1495.775,97.87833,,13.61061,13.61758,,,365,161.45,203.575
Slovak Republic,2012,2328.975,1025.475,44.03117,75.35,3.235329,97.76192,874.125,37.5326,99.88859,1379.5,59.23207,93.72717,1303.475,55.96775,96.07983,,14.52412,2706.95,1199.75,1507.225,98.85152,,13.5183,13.96335,,,377.975,174.25,203.75
Slovak Republic,2013,2329.25,1033.95,44.38982,77.075,3.309005,100,834.35,35.82054,95.34339,1417.825,60.87045,96.33109,1295.3,55.61018,96.09117,,14.52508,2715.4,1209.65,1505.75,99.1601,,13.97494,14.22133,,,386.175,175.7,210.425
Slovak Republic,2014,2363.025,1046.7,44.29492,82.65,3.497635,107.2332,837.425,35.43869,95.69478,1442.95,61.06368,98.03815,1316.375,55.7072,97.48453,,13.63353,2721.925,1211.9,1510,99.39837,,12.82725,13.18428,,,358.825,165.225,193.65
Slovak Republic,2015,2424,1074.7,44.33581,77.075,3.179662,100,875.1,36.10149,100,1471.825,60.71885,100,1349.275,55.66316,100,,12.89285,2738.4,1233.725,1504.625,100,,10.32473,11.48227,367.325,15.15367,314.4,159.05,155.35
Slovak Republic,2016,2492.1,1113.875,44.69624,71.95,2.887123,93.35063,908.6,36.45921,103.8281,1511.55,60.65367,102.699,1378.225,55.30376,102.8094,,10.75668,2758.9,1248.175,1510.75,100.7486,,8.773276,9.671689,,,266.8,134.25,132.525
Slovak Republic,2017,2530.675,1145.45,45.26263,68.525,2.707776,88.90691,940.45,37.16202,107.4677,1521.7,60.1302,103.3886,1385.175,54.7354,104.4008,,8.408254,2754.65,1250.625,1504.025,100.5934,,7.899541,8.130965,,,223.975,105.15,118.825
Slovak Republic,2018,2566.725,1153.2,44.92885,58.875,2.293779,76.38663,937.375,36.52028,107.1163,1570.475,61.18595,106.7026,1413.5,55.07018,105.888,,7.028664,2746.25,1240.4,1505.85,100.2867,,6.134281,6.536399,,,179.475,87.175,92.35
Slovenia,2005,949.225,433.7,45.6899,86.125,9.073192,134.2556,350.15,36.88799,120.6998,512.95,54.03882,91.07777,515.525,54.3101,103.4634,12.65276,7.036488,1015.275,466.475,548.775,100.7442,17.23001,6.054897,6.503201,143.675,15.13603,66.05,32.825,33.25
Slovenia,2006,961.225,437.6,45.52524,91.725,9.542511,142.9852,339.575,35.32732,117.0545,529.925,55.13017,94.0918,523.625,54.47476,104.7714,13.30553,7.187443,1022.025,471.475,550.575,101.414,18.60587,4.892113,5.952952,155.7,16.19808,60.825,33.875,26.925
Slovenia,2007,985.2,445.575,45.22686,96.35,9.77974,150.1949,343.35,34.85079,118.3557,545.5,55.36947,96.85725,539.6,54.7706,107.3846,13.24693,5.839271,1035.05,473.15,561.85,102.7065,18.06894,3.970094,4.824745,156.525,15.88764,49.875,27.6,22.275
Slovenia,2008,996.1,453.225,45.49995,85.175,8.550848,132.7747,348.225,34.95884,120.0362,562.7,56.49031,99.91122,542.925,54.50507,108.5727,11.28579,4.831591,1041.65,476.125,565.475,103.3614,16.49399,3.994821,4.375046,140.625,14.11756,45.525,22.975,22.575
Slovenia,2009,980.65,450.025,45.89048,88.975,9.073064,138.6984,323.45,32.98323,111.496,568.225,57.94371,100.8922,530.625,54.10952,106.8887,12.84373,5.803839,1041.675,477.75,563.9,103.3638,19.02945,5.898772,5.847313,158.8,16.19334,60.975,27.75,33.3
Slovenia,2010,966.075,442.6,45.81425,84.825,8.780375,132.2292,313.5,32.4509,108.0662,567.75,58.76873,100.8079,523.425,54.18058,105.3,14.02508,7.016778,1041.4,476.025,565.425,103.3366,19.98854,7.414741,7.237447,166.7,17.25539,75.375,33.4,41.925
Slovenia,2011,936.125,430.025,45.93671,80.1,8.55655,124.8636,294.975,31.51022,101.6805,561.05,59.93324,99.61826,506.125,54.06596,102.0355,13.43527,8.174639,1019.35,468.325,551.075,101.1486,19.68881,8.161778,8.169436,157.375,16.81132,83.275,38.3,44.975
Slovenia,2012,923.775,424,45.89862,77.125,8.348894,120.226,284.55,30.80296,98.08687,562.1,60.84815,99.80469,499.775,54.10138,100.6894,12.78891,9.362,1013.35,467.825,545.525,100.5532,19.15862,8.387192,8.838806,149.975,16.23501,89.6,43.8,45.775
Slovenia,2013,905.9,411.3,45.40236,76.625,8.458439,119.4466,279.725,30.87813,96.42365,549.55,60.66343,97.57635,494.6,54.59764,98.74107,13.58497,10.90905,1007.7,461.65,546.05,99.99256,19.61686,9.422112,10.10859,152.925,16.881,101.825,50.35,51.425
Slovenia,2014,916.7,417.475,45.54107,87.725,9.569652,136.7498,281.9,30.75161,97.17339,547.075,59.67874,97.13689,499.2,54.4562,99.91825,16.00096,10.55504,1014.825,466.7,548.125,100.6996,20.71815,8.922187,9.673278,170.225,18.56932,98.125,49.25,48.875
Slovenia,2015,917.45,416.7,45.41937,64.15,6.992207,100,290.1,31.62025,100,563.2,61.38754,100,500.725,54.57791,100,13.47492,10.03009,1007.775,463.175,544.55,100,19.02741,8.055996,8.962607,151.4,16.50226,90.3,46.45,43.85
Slovenia,2016,915,423.9,46.32787,45.625,4.986339,71.12237,301.125,32.90984,103.8004,568.25,62.10382,100.8967,491.1,53.67213,99.73296,10.67469,8.59227,994.575,463.725,530.85,98.69019,17.24191,7.491035,8.006598,129.875,14.19399,79.6,39.825,39.75
Slovenia,2017,959.1,443.225,46.2126,53.025,5.528621,82.65784,317.025,33.05442,109.2813,589.05,61.41695,104.5898,515.85,53.7848,104.5398,11.68707,7.482035,1026.475,479.05,547.45,101.8556,17.06892,5.779647,6.569075,139.85,14.58138,67.375,35.825,31.6
Slovenia,2018,980.625,450.425,45.93244,53.425,5.448056,83.28137,324.95,33.13703,112.0131,602.25,61.41491,106.9336,530.2,54.06756,106.8859,11.93872,5.692907,1033.45,477.65,555.8,102.5477,17.96964,4.605018,5.110229,149.075,15.20204,52.8,27.2,25.575
Spain,2005,19207,7721.975,40.20396,940.625,4.897303,127.6722,5637.125,29.34933,158.5254,12629.25,65.75337,93.04463,11485.03,59.79604,107.5056,14.21301,11.99369,21140.55,8773.575,12366.97,92.22811,20.54414,7.135448,9.151379,3457.025,17.99878,1933.55,1051.6,881.975
Spain,2006,19939.1,8130.575,40.77704,892.95,4.478387,121.2012,5835.025,29.26423,164.0907,13211.13,66.25738,97.33153,11808.53,59.22296,111.6033,13.61066,11.3474,21779.97,9170.9,12609.08,95.01768,20.52797,6.351379,8.454682,3530.725,17.70754,1840.875,1040.35,800.6
Spain,2007,20579.93,8512.575,41.36349,873.35,4.243699,118.5409,5959.15,28.95613,167.5813,13747.42,66.80017,101.2827,12067.38,58.63663,115.1901,13.31413,10.69857,22426.1,9532.25,12893.8,97.83647,20.46261,6.408844,8.231978,3602.675,17.50577,1846.15,1019.7,826.45
Spain,2008,20469.65,8664.5,42.32852,828.175,4.045868,112.4092,5696.55,27.82925,160.1966,13944.92,68.12489,102.7377,11805.17,57.6716,114.5729,13.14848,12.8233,23065.55,9940.775,13124.83,100.6261,20.81269,10.05166,11.2443,3596.275,17.56882,2595.925,1276.275,1319.625
Spain,2009,19106.85,8373.825,43.8263,788.125,4.12483,106.9732,4697.425,24.58503,132.0995,13621.3,71.29014,100.3534,10733.1,56.1741,106.945,12.60834,18.12587,23260.4,10227.75,13032.67,101.4762,20.11767,17.64725,17.85731,3215.025,16.82656,4153.55,1853.975,2299.575
Spain,2010,18724.47,8300.775,44.33115,786.075,4.198115,106.6949,4301.8,22.97421,120.9739,13636.6,72.82767,100.4662,10423.67,55.66872,104.8048,12.26753,20.22356,23364.6,10405.17,12959.42,101.9308,20.19034,19.56743,19.8598,3122.95,16.67844,4640.15,2104.4,2535.725
Spain,2011,18421.43,8268.95,44.88768,755.25,4.099846,102.511,4008.575,21.7604,112.7279,13657.6,74.13976,100.6209,10152.47,55.11232,103.1086,12.17658,21.81188,23434.07,10575.7,12858.38,102.2339,19.82398,21.04427,21.39048,3019.5,16.39124,5012.675,2306.775,2705.9
Spain,2012,17632.68,8024.525,45.5094,743.375,4.215895,100.8992,3645.075,20.67228,102.5056,13244.22,75.11183,97.57539,9608.15,54.4906,98.69375,12.72256,25.03308,23443.7,10704.15,12739.58,102.2759,21.1292,24.58175,24.78815,3051.05,17.30339,5811.025,2679.625,3131.4
Spain,2013,17139,7823.225,45.64575,736.575,4.297655,99.97625,3384.95,19.74998,95.19049,13017.47,75.95236,95.90484,9315.775,54.35425,95.93055,13.05632,26.67064,23190.15,10668.78,12521.35,101.1697,21.89056,25.59851,26.0919,3060.7,17.8581,6051.125,2845.55,3205.6
Spain,2014,17344.18,7901.5,45.55708,735.85,4.242635,99.87784,3373.425,19.4499,94.86639,13234.9,76.30746,97.50669,9442.7,54.44306,97.07896,12.95956,25.42508,22954.57,10595.45,12359.15,100.142,21.46711,23.60188,24.44284,3051.05,17.59121,5610.4,2693.9,2916.5
Spain,2015,17866.05,8105.7,45.36929,736.75,4.123743,100,3555.975,19.90353,100,13573.33,75.97272,100,9760.35,54.63071,100,12.81321,23.54787,22922.03,10602.42,12319.63,100,20.99131,20.77279,22.05655,3087.425,17.28096,5055.975,2496.7,2559.3
Spain,2016,18341.55,8340.775,45.47475,774.525,4.222789,105.1273,3596,19.60576,101.1256,13971.03,76.17146,102.93,10000.8,54.52538,102.6615,12.72214,21.37899,22822.72,10608.92,12213.75,99.5668,20.45836,18.11833,19.63388,3107.1,16.94023,4481.175,2268.175,2213.025
Spain,2017,18824.8,8558.5,45.46396,819.5,4.3533,111.2318,3775.675,20.05692,106.1783,14229.63,75.58978,104.8352,10266.28,54.5359,105.3663,12.16948,19.02808,22741.7,10569.65,12172.1,99.21331,20.08153,15.65924,17.22489,3103.125,16.48424,3916.925,2011.125,1905.825
Spain,2018,19327.72,8795.75,45.50846,812.575,4.204194,110.2918,3930.075,20.33387,110.5203,14585.08,75.46194,107.454,10531.95,54.49141,108.1813,11.82048,17.02597,22806.82,10600.25,12206.55,99.49743,19.4342,13.72227,15.25788,3086.5,15.96929,3479.125,1804.55,1674.575
Sweden,2005,4336.425,2061.775,47.5455,98.825,2.278951,100.9448,953.275,21.98297,108.4746,3284.325,75.73808,85.08283,2274.65,52.4545,89.65391,5.768088,7.3594,4687.325,2225.9,2461.425,89.70742,15.32653,7.580213,7.475815,467.525,10.78135,350.875,164.1,186.75
Sweden,2006,4429.45,2098.6,47.37834,95.9,2.165054,97.9571,967.85,21.85034,110.1331,3365.7,75.9846,87.19091,2330.825,52.62109,91.57716,5.755027,7.254507,4766.25,2262.775,2503.45,91.21791,15.15236,6.899428,7.068759,473.95,10.69997,336.8,164.15,172.625
Sweden,2007,4540.675,2150.375,47.35805,99.175,2.184147,101.3024,979.375,21.56893,111.4446,3462.125,76.24693,89.68887,2390.3,52.64195,93.87669,5.816427,6.466179,4838.8,2299.05,2539.725,92.6064,14.89876,5.888335,6.163466,481.125,10.59589,298.1,148.65,149.45
Sweden,2008,4592.975,2171.15,47.2711,97,2.111921,99.0807,975.225,21.23297,110.9724,3520.75,76.65511,91.2076,2421.8,52.72835,94.95798,5.920825,6.564548,4898.35,2323.7,2574.65,93.74609,14.42935,5.93713,6.234297,478,10.4072,305.4,152.575,152.85
Sweden,2009,4499.325,2140.175,47.56658,97.6,2.169214,99.69357,904.075,20.09357,102.8761,3497.65,77.73721,90.60918,2359.15,52.43342,93.0218,6.220286,8.007229,4909.325,2326.6,2582.725,93.95612,14.74048,8.652431,8.346865,480.875,10.68771,409.975,186.4,223.575
Sweden,2010,4523.7,2130.125,47.08811,94.8,2.09563,96.8335,898.075,19.85266,102.1933,3530.825,78.0517,91.4686,2393.575,52.91189,93.52574,6.437416,8.519282,4949.85,2328.55,2621.325,94.7317,14.95984,8.692132,8.610753,495.15,10.94569,426.2,198.425,227.775
Sweden,2011,4625.875,2187.675,47.29213,91.625,1.980706,93.5904,917.7,19.83841,104.4265,3616.55,78.18089,93.68936,2438.225,52.70841,95.63818,6.000663,7.763507,5017.475,2371.8,2645.675,96.02593,14.38136,7.840199,7.80387,481.975,10.41911,391.55,184.125,207.425
Sweden,2012,4657.125,2214.775,47.5567,95.425,2.049011,97.47191,910.2,19.54425,103.5731,3651.5,78.40675,94.59477,2442.35,52.4433,96.28426,5.931754,7.709259,5060.75,2399.825,2660.925,96.85414,14.54542,8.215383,7.975423,486.7,10.45065,403.625,185.05,218.575
Sweden,2013,4704.475,2237,47.55047,95.15,2.022542,97.19101,896.425,19.05473,102.0056,3712.9,78.92273,96.18538,2467.5,52.45006,97.2632,6.22262,7.888688,5116.475,2428.575,2687.925,97.92062,14.55015,8.203051,8.052903,498.225,10.59045,411.975,191.575,220.45
Sweden,2014,4772.125,2269.725,47.56215,93.7,1.963486,95.70991,882.85,18.50014,100.4609,3795.575,79.53637,98.32714,2502.4,52.43785,98.66183,6.203395,7.696026,5184.475,2458.9,2725.55,99.22203,14.07848,8.191533,7.955972,493.075,10.3324,412.35,189.2,223.175
Sweden,2015,4836.85,2306.875,47.69375,97.9,2.024045,100,878.8,18.16885,100,3860.15,79.80711,100,2529.975,52.30625,100,6.225955,7.291043,5225.125,2488.275,2736.875,100,13.92603,7.561151,7.432082,495.975,10.25409,388.3,181.4,206.925
Sweden,2016,4909.9,2348.225,47.82633,92.025,1.874274,93.99898,887.85,18.08285,101.0298,3930.025,80.04287,101.8102,2561.675,52.17367,101.5103,6.116322,6.586585,5278.925,2513.775,2765.125,101.0296,13.54095,7.359866,6.991096,490.425,9.988493,369,165.575,203.45
Sweden,2017,5021.65,2392.6,47.64569,91.45,1.821115,93.41164,907.625,18.07424,103.28,4022.575,80.10464,104.2077,2629.05,52.35431,103.8207,5.776143,6.439616,5383.3,2557.325,2826,103.0272,13.56859,6.972512,6.718704,494.975,9.85682,361.65,164.7,196.975
Sweden,2018,5112.65,2432.85,47.58491,86.425,1.690415,88.27885,923.35,18.06011,105.0694,4102.875,80.24948,106.288,2679.775,52.4146,105.7021,5.567544,6.291241,5459.1,2596.225,2862.85,104.4779,13.25391,6.397268,6.346331,490.625,9.596295,346.425,163.35,183.1
Switzerland,2005,3974.5,1802.4,45.3491,154.1,3.877217,101.4483,887.8,22.3374,96.86852,2932.6,73.78539,84.51297,2172,54.64838,87.57491,,,4159,1899.1,2259.9,87.24062,,,,,,184.5,96.7,87.8
Switzerland,2006,4051.4,1837.5,45.35469,153.1,3.778941,100.79,912,22.51074,99.509,2986.3,73.71032,86.06052,2213.9,54.64531,89.26935,,,4220.2,1928.3,2291.9,88.52437,,,,,,168.8,90.8,78
Switzerland,2007,4122,1862.8,45.19165,163.6,3.968947,107.7024,922.9,22.38962,100.6983,3035.5,73.64143,87.47839,2259.2,54.80835,90.82496,,,4278.3,1950.9,2327.4,89.7431,,,,,,156.2,88.1,68.2
Switzerland,2008,4228.8,1939.6,45.86644,140,3.310632,92.1659,893,21.1171,97.4359,3195.8,75.57227,92.09798,2289.2,54.13356,93.17822,,,4375.4,2019.7,2355.7,91.77989,,,,,,146.6,80.1,66.4
Switzerland,2009,4268,1963.6,46.0075,131.2,3.074039,86.37261,892.5,20.91143,97.38134,3244.3,76.01453,93.49567,2304.4,53.9925,94.04195,,,4451.2,2056.6,2394.6,93.3699,,,,,,183.2,93,90.3
Switzerland,2010,4207.6,1918.6,45.59844,138.9,3.301169,91.44173,898.55,21.3554,98.04147,3170.15,75.34343,91.35879,2289,54.40156,92.71109,13.12155,5.187329,4419.9,2023.575,2396.3,92.71334,17.90411,4.47997,4.803483,661.625,15.72452,212.275,104.975,107.3
Switzerland,2011,4298.05,1963.35,45.68002,144.45,3.360826,95.09546,916.025,21.31257,99.94817,3237.575,75.3266,93.30187,2334.7,54.31998,94.70408,12.94981,4.7939,4496,2062.225,2433.775,94.30964,17.46584,4.071469,4.401403,662,15.40233,197.9,98.875,99.075
Switzerland,2012,4351.4,1996.475,45.88121,147.775,3.396034,97.2844,904.4,20.78411,98.67976,3299.225,75.81985,95.07853,2354.925,54.11879,95.87961,12.92403,4.729653,4555.675,2095.575,2460.125,95.56141,17.32433,4.274563,4.48394,666,15.30542,204.325,99.125,105.2
Switzerland,2013,4392.95,2024.35,46.08179,149.575,3.404887,98.46939,924.15,21.03712,100.8347,3319.225,75.558,95.6549,2368.6,53.91821,96.79513,12.98318,4.91858,4611.875,2129.075,2482.825,96.74027,17.33936,4.601179,4.746688,673.5,15.33138,218.875,104.7,114.225
Switzerland,2014,4469,2071.5,46.35265,154.825,3.464422,101.9256,921.3,20.61535,100.5237,3392.875,75.92023,97.77737,2397.525,53.64791,98.47083,13.028,4.988355,4695.625,2180.175,2515.425,98.49705,17.2042,4.690587,4.829303,682.325,15.26796,226.625,108.7,117.925
Switzerland,2015,4538.4,2108.05,46.44919,151.9,3.346995,100,916.5,20.19434,100,3470,76.45866,100,2430.325,53.55026,100,13.07132,4.911623,4767.275,2216.925,2550.325,100,16.42373,4.703287,4.80018,674.7,14.86647,228.875,108.925,119.95
Switzerland,2016,4604.4,2143.7,46.55764,150.775,3.274585,99.25938,923.325,20.0531,100.7447,3530.3,76.67231,101.7378,2460.725,53.4429,101.4543,13.00322,5.006278,4842.55,2256.675,2585.875,101.579,16.84869,4.841963,4.918711,693.325,15.05788,238.175,112.975,125.175
Switzerland,2017,4636.725,2149.95,46.36786,140.7,3.034469,92.62673,928.4,20.02275,101.2984,3567.625,76.94278,102.8134,2486.775,53.63214,102.1665,12.80611,5.05848,4870.35,2264.5,2605.85,102.1621,16.62696,4.571178,4.797114,688.8,14.85531,233.625,114.55,119.075
Switzerland,2018,4675.325,2173.225,46.48286,138.55,2.96343,91.21133,935.5,20.0093,102.0731,3601.275,77.02727,103.7831,2502.05,53.51607,103.017,12.61834,5.109006,4906.575,2290.25,2616.35,102.922,16.59239,4.368399,4.714227,689.425,14.74603,231.275,117,114.25
Turkey,2005,20095.75,,,,,,,,,,,,,,75.49542,,,,,,,,,,8631,42.94938,,,
Turkey,2006,20433.22,5260.375,25.74422,4893.825,23.95033,90.09499,5469.8,26.76915,75.47545,10069.6,49.28052,72.23775,15172.88,74.2559,76.76324,49.2289,9.144481,22384.75,5786.925,16597.82,75.4867,38.2762,8.609079,8.750455,8397.275,41.09618,1951.575,526.575,1424.975
Turkey,2007,20749.8,5357.475,25.8194,4847.225,23.36035,89.23709,5550.475,26.74953,76.58865,10352.1,49.89012,74.26437,15392.33,74.1806,77.95255,47.55738,9.17605,22769,5896.925,16872.1,76.78248,36.74688,8.786574,8.887152,8204.05,39.53797,2019.2,539.45,1479.775
Turkey,2008,21193.03,5597.05,26.40987,4994.175,23.56518,91.94243,5677.975,26.79172,78.34797,10520.88,49.6431,75.47514,15596,73.59025,79.61765,46.89033,10.01165,23472.13,6217.7,17254.43,79.15359,36.18203,9.623276,9.728543,8267.45,39.01024,2279.1,620.65,1658.5
Turkey,2009,21270.72,5868.275,27.5885,4881.15,22.94774,89.86165,5381.975,25.30226,74.26359,11007.6,51.75,78.96682,15402.45,72.41149,79.90955,48.90875,12.64329,24323.9,6714.975,17608.93,82.02597,36.56886,12.55167,12.58059,8502.625,39.97337,3053.2,846.725,2206.5
Turkey,2010,22592.65,6424.175,28.4348,5355.45,23.70439,98.59348,5924.35,26.22247,81.74759,11312.85,50.07314,81.15664,16168.5,71.56531,84.87575,49.2678,11.41912,25288.35,7249.825,18038.47,85.27833,35.06216,10.38585,10.68452,8834.1,39.10165,2695.675,825.65,1870.05
Turkey,2011,24099.35,6968.8,28.91696,5822.05,24.15854,107.1836,6377.1,26.46171,87.9949,11900.2,49.37976,85.3702,17130.53,71.08293,90.53609,48.35947,10.08812,26423.57,7749.3,18674.22,89.10658,34.19335,8.282977,8.814762,9227.6,38.28983,2324.2,780.5,1543.725
Turkey,2012,24819.35,7308.075,29.44507,5846.4,23.55581,107.6318,6459.85,26.02748,89.13673,12513.1,50.41671,89.76704,17511.22,70.55473,93.24098,45.71724,9.389942,27021.45,8064.35,18957.13,91.12275,33.45797,7.643431,8.166607,9199.95,37.06765,2202.1,756.25,1445.85
Turkey,2013,25519.8,7641.475,29.94332,5850.1,22.92377,107.7,6734.875,26.39078,92.93168,12934.83,50.68545,92.79243,17878.28,70.05649,95.87242,43.4193,10.56208,27961.32,8543,19418.32,94.29224,32.72393,7.938292,8.740033,9168.325,35.92632,2441.575,901.5,1540.025
Turkey,2014,25930.72,7689.7,29.65478,5467.525,21.08512,100.6568,7223.625,27.8574,99.67574,13239.58,51.05748,94.97867,18241.03,70.34521,97.41618,39.76553,11.82801,28773.5,8721.9,20051.6,97.03108,31.48329,9.034254,9.883171,8800.725,33.93937,2842.75,1032.175,1810.55
Turkey,2015,26618.5,8040.675,30.20709,5431.85,20.4063,100,7247.125,27.22589,100,13939.53,52.36781,100,18577.82,69.79291,100,38.19393,12.60086,29653.9,9198.925,20454.95,100,30.55484,9.184346,10.24497,8747.5,32.86248,3035.375,1158.275,1877.125
Turkey,2016,27215.6,8317.325,30.56087,5307.325,19.50104,97.7075,7287.25,26.776,100.5537,14621.03,53.72296,104.889,18898.3,69.43922,102.2432,36.53609,13.61377,30523.97,9630.125,20893.85,102.9341,30.6468,9.554513,10.83812,8830.525,32.44656,3308.375,1312.775,1995.6
Turkey,2017,28196.6,8732.225,30.96907,5465.575,19.38381,100.6209,7482.8,26.53795,103.252,15248.22,54.07824,109.3884,19464.4,69.03102,105.9286,36.55741,13.90001,31617.38,10141.15,21476.18,106.6213,31.01971,9.381036,10.83303,9230.1,32.7348,3420.775,1408.925,2011.775
Turkey,2018,28733.72,9018.475,31.38638,5295.825,18.43069,97.49579,7661.7,26.66449,105.7205,15776.2,54.90482,113.176,19715.28,68.61371,107.9464,34.64693,13.75725,32245.32,10458.2,21787.15,108.7389,30.80251,9.510017,10.88748,9197.375,32.00899,3511.625,1439.75,2071.9
United Kingdom,2005,28738.7,13249.92,46.10482,381.575,1.327739,108.1715,6349.875,22.09521,109.8243,22007.25,76.57706,87.80948,15488.72,53.89501,92.11978,7.800233,4.291398,30171.95,13844.22,16327.72,91.58786,17.43462,5.137545,4.74926,3733.925,12.99267,1433.25,594.25,839
United Kingdom,2006,29040.7,13404.5,46.15763,374.675,1.290172,106.2154,6366.7,21.92337,110.1153,22299.32,76.78646,88.97486,15636.2,53.84237,93.08782,8.115559,4.94475,30682.1,14101.92,16580.18,93.13644,17.60834,5.6927,5.348789,3841.125,13.2267,1641.4,697.425,943.975
United Kingdom,2007,29260.65,13471.03,46.03802,385.15,1.316273,109.185,6439.675,22.00797,111.3774,22435.82,76.67576,89.5195,15789.65,53.96206,93.79285,8.234526,4.960791,30885.88,14174.13,16711.72,93.755,17.78,5.518339,5.262478,3916.725,13.38564,1625.225,703.125,922.1
United Kingdom,2008,29520.15,13630.42,46.17329,318,1.07723,90.14883,6473.8,21.93011,111.9676,22728.35,76.99266,90.68668,15889.7,53.82662,94.62466,8.167207,5.083643,31276.32,14360.8,16915.53,94.94022,17.77362,6.061304,5.61258,3937.375,13.33792,1756.175,730.35,1025.775
United Kingdom,2009,29058.68,13576.2,46.71996,320.525,1.103027,90.86463,5660.95,19.4811,97.90897,23077.2,79.41587,92.07861,15482.53,53.28022,93.14544,8.536815,6.419574,31427.45,14507.63,16919.82,95.39897,18.0271,8.494448,7.536723,3950,13.59319,2368.8,931.45,1437.3
